NUTScode,NUTSlevel,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ITG1,2,3982.17157084196,3500.88407700881,2338.23848424333,3075.27805339199,2400.37588895768,2133.97314544441,1935.39983596605,1944.70924426567,1859.32814514264,1442.22676395741,1392.07291412453,1354.89898818135,1218.99271108474,1402.45389411524,1579.2274311904,1564.97590117816,1311.53411996169
ITG12,3,791.990280530146,683.75475789767,467.647696848666,663.326607150559,586.190730553222,490.216372248537,531.843893204485,504.595751013895,,429.081674889639,350.404249686586,332.205463943323,337.907718936021,312.1023282322,405.826159133984,432.449011048614,367.637072311776
ITG14,3,771.357267209722,691.219329490439,491.251366090239,447.545662655799,348.708332021404,174.639582613541,,,,,,,,,,,
ITG18,3,1257.0266576751,1152.52985392358,767.119250351124,1123.65928873938,783.090693892893,721.537222903316,703.911035123583,778.439726082043,1003.53830744025,459.821854583225,388.58058817384,356.529522838226,365.904538682836,466.111939343182,464.13002491041,491.844551413093,392.288149359757
ITG19,3,1161.79736542699,973.38013569712,612.220170953301,840.74649484625,682.386132490161,747.579967679019,699.644907637986,661.673767169736,855.78983770239,553.32323448455,653.088076264104,666.164001399798,515.180453465887,624.239626539856,709.271247146004,640.682338716454,551.608898290161
ITG2,2,1284.00829047873,1168.95191142768,907.266036472964,853.533513779273,698.919717198072,658.728250208972,412.392323607756,410.070927132505,,528.987258893794,385.853706853322,547.445391057375,557.424107788863,443.774453944945,537.573404165601,539.089164545789,389.076450044702
ITG2E,3,436.467589470521,362.778179408589,293.570636192065,257.338756027084,169.845006544908,200.682327389245,,,,165.228465853025,,178.165765869193,183.783277723583,204.657470795331,196.233653457917,222.138862840971,208.133640495797
ITG2H,3,847.540701008213,806.173732019087,613.695400280899,596.194757752189,529.074710653164,458.045922819727,412.392323607756,410.070927132505,,363.758793040769,385.853706853322,369.279625188182,373.640830065281,239.116983149615,341.339750707684,316.950301704818,180.942809548905
ITH,1,9795.9198625893,8849.99608038731,6533.79069193294,7456.43041531893,6547.29954433291,4650.927831708,3749.92605984018,3384.82273751745,2812.97735890517,2944.65304648143,3340.42961763477,2884.80375183047,3193.41397708519,3260.86162005522,3877.26125305904,3717.23618355395,3757.37013976591
ITH2,2,304.733735193964,273.203320295357,174.077060656601,228.567963427783,174.354166010702,170.043804123711,172.067141919098,229.361705006316,,,,,,,,,141.277999602019
ITH20,3,304.733735193964,273.203320295357,174.077060656601,228.567963427783,174.354166010702,170.043804123711,172.067141919098,229.361705006316,,,,,,,,,141.277999602019
ITH3,2,5272.5284808039,4898.25187917523,3413.6806640625,3772.17058524173,3475.05889497192,2146.22855475063,1571.35695719507,1427.60285479689,1270.25307748651,1387.15060867307,1645.67287693272,1113.53865908113,1326.84745111186,1458.49973464697,1716.90752589687,1728.89659765185,1740.33989522399
ITH31,3,812.623293850571,777.808359966563,622.546776246489,674.515248716954,784.593747048158,200.682327389245,217.572501765471,145.957448640383,236.013789321511,172.913510776422,179.9741671542,172.678396645153,162.543470806387,160.852555476201,317.516037901693,225.415963486868,365.102250022567
ITH32,3,,,,,153.311421836996,,,144.567377700951,207.231619892059,139.611649441703,141.797828666945,,,,,,
ITH33,3,311.082354677172,243.34503392428,205.056876536166,284.511171259758,232.973239066024,188.426918083032,167.801014433501,,,,,,,,,,
ITH34,3,1318.92569763638,1271.96299940789,944.146769662921,1072.51121300729,829.685341706098,592.855425188075,662.671802762807,607.46100053188,827.007668272938,596.871822383796,653.088076264104,219.357093031253,482.519683970277,676.524085755543,763.084532135586,795.432956262552,732.290360410732
ITH35,3,192.045739367029,177.65680390791,,188.608529262087,181.869431787025,,,,,,,151.724120045539,146.459437603198,144.585875177115,160.408272633194,175.666949114996,155.423088779155
ITH36,3,2637.85139527275,2427.47868196858,1641.93024161692,1552.02442299564,1292.62571352762,1164.26388409028,523.31163823329,529.617027923675,,477.75362607115,670.812804847472,569.779049359185,535.324858731996,476.537218238107,475.898683226394,532.380728787436,487.524196011536
ITH4,2,1852.20973422581,1527.2513478806,1299.67703761412,1614.36114029413,1391.82722177509,1084.60372359989,920.061494393855,817.361712386145,199.556374710871,637.858728641911,688.53753343084,713.767093318263,733.789665056858,640.858805199537,779.777536317515,682.369166294284,734.715047599488
ITH41,3,1387.17335708086,1104.75659572986,1022.33392402563,1313.86619536809,1098.73185649847,911.496067149624,767.902947407545,663.063838109168,,486.719511815113,518.107450898454,545.92308862748,563.765767321821,487.705261535717,608.986707239693,481.069517788931,589.877421317407
ITH42,3,,,,,,,152.15854698631,154.297874276976,199.556374710871,151.139216826798,170.430082532386,167.844004690783,170.023897735036,153.153543663821,170.790829077822,201.299648505353,144.837626282081
ITH44,3,465.036377144956,422.494752150744,277.343113588483,300.494944926036,293.095365276611,173.107656450265,,,,,,,,,,,
ITH5,2,2366.44791236563,2151.28953303612,1646.35592959972,1841.33072635529,1506.0592615752,1250.05174923377,1086.44046633216,910.496465328103,1343.16790670779,919.64370916645,1006.21920727121,1057.49799943107,1132.77686091648,1161.50308020871,1380.57619084466,1305.97041960781,1141.03719734041
ITH51,3,2071.23710639647,1718.3443806555,1646.35592959972,1841.33072635529,1506.0592615752,1250.05174923377,1086.44046633216,910.496465328103,1343.16790670779,919.64370916645,1006.21920727121,1057.49799943107,1132.77686091648,1161.50308020871,1380.57619084466,1305.97041960781,1141.03719734041
ITH55,3,,189.600118456341,,,,,,,,,,,,,,,
ITH59,3,295.210805969153,243.34503392428,,,,,,,,,,,,,,,
ITI,1,8915.04890929425,8470.79584347463,6678.36316603757,7314.17482968905,6832.87964383319,5305.06030342714,4439.61667001177,4357.87239512001,4478.50556322282,3508.22300753051,4075.32413351442,3195.49846617568,3731.2249460628,3175.44231494352,3629.01456481435,3471.07873846274,3055.51542962189
ITI1,2,1998.22798233959,1866.14289819233,1153.62933418188,1184.39762867124,1146.82955746694,715.409518250209,814.830349749117,793.730506415797,855.78983770239,694.215724746819,1002.12888529043,570.160608366161,991.933543104052,490.704295206818,713.689533752997,771.473166358486,701.438868225173
ITI14,3,606.293160646324,698.683901083209,535.508245918188,461.931058955449,449.412893424137,177.703434940095,193.397779347085,186.269505883917,,137.049967800571,366.765537609695,,273.060710097186,,,,
ITI17,3,263.467708553115,249.316691198495,,,,,145.048334510314,148.737590519247,211.069242482652,140.89249026227,156.795675929795,147.450921407272,139.595709614465,,142.829664748102,163.767989081058,140.501379131672
ITI18,3,1128.46711314015,918.142305910627,618.121088263694,722.466569715789,697.416664042807,537.706083310114,476.384235891718,458.723410012632,644.720595219738,416.273266683978,478.56767175094,422.709686958889,579.277123392401,490.704295206818,570.859869004896,607.705177277428,560.937489093501
ITI2,2,3091.77768832209,3844.2543702762,3162.89167837079,3617.12798067883,3278.15893163225,2837.12725438841,2195.6336125875,2129.58867921016,2705.52392636854,1771.4028548429,1933.35885624739,1563.16543274316,1558.38116353927,1553.73024412858,1549.27506270397,1471.60296595291,1363.84454063823
ITI21,3,2521.98908970421,3379.95801720595,3162.89167837079,3153.59854435675,2843.77656976076,2398.99637169128,1814.52622387413,1834.89364005053,2367.8131383963,1569.03000519346,1683.84921541998,1341.27169347515,1337.66067656687,1317.75497255793,1278.71720882575,1222.15849423529,1141.4522277815
ITI22,3,569.788598617881,464.296353070252,,463.529436322077,434.38236187149,438.13088269713,381.107388713374,294.69503915963,337.710787972244,202.372849649442,249.509640827413,221.89373926801,220.720486972402,235.975271570653,270.557853878221,249.444471717619,222.392312856731
ITI3,2,560.265669393069,455.338867158929,420.44035836552,410.782983223358,402.818245610932,277.278635553079,184.86552437589,221.021279369723,,,,,,,,,
ITI33,3,560.265669393069,455.338867158929,420.44035836552,410.782983223358,402.818245610932,277.278635553079,184.86552437589,221.021279369723,,,,,,,,,
ITI4,2,3264.7775692395,2305.05970784717,1941.40179511938,2101.86623711563,2005.07290912307,1475.24489523544,1244.28718329926,1213.53193012433,917.191799151889,1042.60442794079,1139.8363919766,1062.17242506637,1180.91023941948,1131.00777560812,1366.04996835738,1228.00260615135,990.232020758481
ITI43,3,3098.1263078053,2305.05970784717,1941.40179511938,2101.86623711563,2005.07290912307,1475.24489523544,1244.28718329926,1213.53193012433,917.191799151889,1042.60442794079,1139.8363919766,1062.17242506637,1180.91023941948,1131.00777560812,1366.04996835738,1228.00260615135,990.232020758481
ITI44,3,166.651261434199,,,,,,,,,,,,,,,,
