NUTScode,NUTSlevel,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ITC46,3,2810.85127619016,2433.4503392428,2296.56731325999,2429.12951310861,2426.58609664875,2222.19181204543,2091.04633686424,2177.14179765192,887.986230046948,1626.66784211893,1894.70914058794,1894.22815738096,1832.26212819237,1655.68948079607,1616.58127780987,1839.11163121056,1603.02133683793
ITC47,3,1409.39352527208,1354.07328692836,1111.52127967574,1183.01762002043,1204.38269546031,1209.48995764598,842.265668310827,787.390612922501,235.188203543844,1320.54688600364,1513.89003519022,1501.85349435047,1659.83326017008,1559.71822717206,1559.7830773561,1702.64925100615,1410.50032910992
ITC48,3,336.476832610002,297.089949392219,230.665894614939,184.550748723187,170.781763228033,169.540519720087,,,,,,,,,,,
ITF,1,11916.3587699806,10539.9750889903,8566.65670536341,8802.26415801958,7955.6603508159,6611.79332070215,5713.76674571021,4501.04970188152,5034.96083885891,5674.12483510776,4132.5886412453,3960.48914275695,4043.10369351765,4900.51186062462,5036.17940858902,5019.33180578109,4345.99548017582
ITF1,2,1680.79700817921,1406.32528807774,1073.96695049157,1150.83170397205,1014.56087980365,503.901502955795,539.460750146104,476.021953376339,324.713657968313,1647.16129524799,402.971269187275,369.393699530474,395.819073114951,335.751890861544,429.87926693373,397.553844758122,242.537039168339
ITF11,3,550.742740168258,476.239667618683,321.490590619572,332.822290432414,353.443996941495,314.860965194448,363.357585833266,307.933207112059,263.832920642132,225.427984419631,256.114257503395,218.931689459214,254.88332675496,193.48783298054,283.539163644829,244.701380102448,242.537039168339
ITF13,3,779.293041563731,753.921730869702,562.248118123914,621.478589717399,463.338348931708,,,,,,,,,,,,
ITF14,3,350.761226447219,176.163889589356,165.791111754488,181.396035069799,185.632351334819,186.191820764024,168.453133662165,158.018356281188,924.922838936847,1421.73331082836,147.500357724468,144.289556994597,140.935746359992,139.774920771715,146.3401032889,152.852464655674,
ITF2,2,1345.90733044001,1094.30619549998,817.277047489466,856.730268512529,790.605959669217,650.048162423336,617.131800559811,613.999331166582,846.111017334576,596.871822383796,581.028341618862,573.824099312868,827.714163999475,856.69830732266,1005.15603227293,1011.53071465097,961.148003825805
ITF21,3,1345.90733044001,1094.30619549998,798.680660104227,845.463259107933,781.140934416918,646.373231432832,608.380325705507,601.009987565202,687.473210358928,596.871822383796,581.955956840175,564.235678254877,827.714163999475,850.34707116804,1005.15603227293,1011.53071465097,961.148003825805
ITF3,2,2317.24611137077,1951.2390143499,1669.95959884129,1472.10555466425,1445.93713536461,1094.57758497044,519.689937313525,529.833130714533,970.429960671016,590.467618280966,554.25284200509,,,,,,
ITF31,3,1726.82449943246,1440.66231740448,1238.38752171395,1031.59136465781,1061.81704963516,812.886241872204,512.320274278321,518.624348820309,788.48352854763,590.467618280966,555.137709981181,,,,,,
ITF35,3,590.421611938305,510.576696945422,393.57368268674,421.154272727273,366.809526237602,275.503344545142,,,,,,,,,,,
ITF4,2,3404.44719787007,3047.03812416844,2053.51922401685,2801.95552369862,2302.67743386548,1937.96559898105,2002.50089975701,1263.87278055863,1738.6097000932,941.418003116074,689.469115054641,950.993210909902,945.722153973291,1113.03175802074,1248.11871110692,1016.22341282658,863.870866120245
ITF43,3,742.788479535288,658.375214482254,498.814997104806,493.712686755192,414.331408179316,373.897396168407,275.650582356271,,,,,,,,,,
ITF44,3,,,,,,,148.962688445055,,,,,,,,,,
ITF45,3,1461.76963600855,1358.55202988402,843.372177185871,1336.02123220974,1063.30210844584,918.849066697258,950.855291663297,814.402297756892,835.219645918522,517.459691508699,280.25067967649,541.03491179029,545.966076928639,560.889372996316,644.218997735108,409.642161958925,268.600533696501
ITF46,3,169.825571175803,159.741832085264,160.745295309786,182.973391896493,170.781763228033,160.45799187794,146.178339128325,,,,,,,140.78847673285,171.074444706465,185.863221721079,139.692689952496
ITF48,3,1030.06351115043,870.369047716903,664.606108859294,752.399206332993,626.694818106349,473.805202432029,452.456763968626,422.732867658221,577.417192033924,423.958311607375,410.319176942612,394.067500283499,399.756077044653,403.102313205703,432.825268665349,420.718029146572,455.577642471248
ITF5,2,1203.06339206784,1268.97717077078,1625.70271901334,1510.46661146332,1680.4134275859,1455.37715053094,1559.06981194057,1394.95128945936,595.617624044734,1697.11408725007,1830.10539860135,1863.7037358824,1833.4255330012,2393.73949236954,2148.55757675986,2352.80983216853,2049.66338216679
ITF51,3,501.540939173399,665.839786075024,1066.82976259409,1030.01400783112,997.959520775986,946.096650223701,911.874401229077,687.447379035254,483.94495729214,1001.61752168268,1163.91191368035,1162.54251803838,1239.11042174361,1827.80661504382,1484.18101530078,1750.26769183601,1505.02376861705
ITF52,3,701.522452894438,603.137384695761,521.8815865663,460.58819339462,662.336229562634,501.052785958472,625.086421605887,677.993289343217,787.729720202938,695.496565567385,669.115259131906,670.019311869015,594.315111257583,548.186601094374,664.376561459084,602.542140332517,544.639613549732
ITF6,2,1964.89773005275,1772.08929612344,1326.23116551088,1010.1744957088,721.465514527042,928.640232033337,436.370083233367,189.029007572633,393.367402795899,201.092008828876,208.511190998546,202.574397121312,193.810130793497,201.290412050131,204.467821515576,241.214001376896,228.776188894647
ITF61,3,733.265550310476,585.222412873115,433.940214244354,567.848457609806,337.108350024031,376.924905449122,175.41400695399,185.030041115579,,,,,,,,,
ITF62,3,625.339019095947,528.491668768068,495.931673422119,487.403259448417,406.906114125923,361.787359045543,254.767962480796,266.740387739612,319.614738149326,201.092008828876,,,,,,,
ITF63,3,,,,,,,,,,,,199.18944236341,193.810130793497,199.798121319936,204.467821515576,241.214001376896,228.776188894647
ITF64,3,606.293160646324,658.375214482254,366.182107701216,429.041056860742,375.719879101673,184.678066123666,,,,,,,,,,,
ITG,1,5266.17986132069,4669.83598843649,3245.50452071629,3928.81156717126,3099.29560615575,2792.70139565339,2347.79215957381,2354.78017139818,1859.32814514264,1971.21402285121,1777.92662097785,1902.34437923872,1776.41681887361,1846.22834806018,2116.800835356,2104.06506572395,1700.6105700064
ITG1,2,3982.17157084196,3500.88407700881,2338.23848424333,3075.27805339199,2400.37588895768,2120.64892331547,1922.00544751007,1930.3035152855,1797.98591183597,1442.22676395741,1366.88925528308,1354.89898818135,1206.80527662085,1402.45389411524,1579.2274311904,1564.97590117816,1311.53411996169
ITG12,3,791.990280530146,683.75475789767,457.006803705848,654.603083077971,579.172936164635,484.401484914535,520.673322228511,490.262079744198,526.158224594881,429.081674889639,344.614472138076,326.654414641162,334.529332714407,309.78852000582,405.826159133984,432.449011048614,367.637072311776
ITG14,3,771.357267209722,691.219329490439,480.073393167342,441.659911474294,344.533644077424,172.568029000803,,,,,,,,,,,
ITG18,3,1257.0266576751,1152.52985392358,749.664157498552,1108.88184916582,773.715640363525,712.978435608581,689.126455890677,756.327175362951,788.48352854763,459.821854583225,382.160017740668,350.572026126827,362.246241512813,462.656362302873,464.13002491041,491.844551413093,392.288149359757
ITG19,3,1161.79736542699,973.38013569712,598.289664157499,829.689690840994,674.216700048062,738.712264494666,684.949931915582,642.878099058508,672.397043465092,553.32323448455,642.297012272912,655.032609485889,510.029702393628,619.611750832226,709.271247146004,640.682338716454,551.608898290161
ITG2,2,1284.00829047873,1168.95191142768,907.266036472964,853.533513779273,698.919717198072,654.615245531697,409.538265817723,407.033264481217,656.849342404474,528.987258893794,378.87331953488,547.445391057375,551.851006554954,443.774453944945,537.573404165601,539.089164545789,389.076450044702
ITG2E,3,436.467589470521,362.778179408589,286.890706427331,253.954449097719,167.811645606676,198.301857886888,181.678792916633,175.575951423542,195.236361275178,165.228465853025,177.59043070026,175.188671698141,181.94582075403,203.140217969315,196.233653457917,222.138862840971,208.133640495797
ITG2H,3,847.540701008213,806.173732019087,599.731325998842,588.354096356827,522.74070135885,452.612637467018,403.730650925851,398.422351307269,436.455031576556,363.758793040769,379.478193054768,363.109078258066,369.905185800923,237.344260575539,341.339750707684,316.950301704818,180.942809548905
ITH,1,9795.9198625893,8849.99608038731,6533.79069193294,7456.43041531893,6547.29954433291,4650.927831708,3749.92605984018,3384.82273751745,2812.97735890517,2944.65304648143,3340.42961763477,2884.80375183047,3193.41397708519,3260.86162005522,3877.26125305904,3717.23618355395,3757.37013976591
ITH2,2,304.733735193964,273.203320295357,174.077060656601,228.567963427783,174.354166010702,168.982075009345,170.876310910153,227.662673353901,,,,,,,,,141.277999602019
ITH20,3,304.733735193964,273.203320295357,170.116097278518,225.562026217228,172.266822038712,168.026765079729,168.453133662165,222.846399883727,,,,,,,,,141.277999602019
ITH3,2,5272.5284808039,4898.25187917523,3413.6806640625,3772.17058524173,3475.05889497192,2132.82781160444,1560.48201285719,1417.0276699058,1228.3453804287,1387.15060867307,1615.90140169117,1113.53865908113,1313.58168979354,1458.49973464697,1716.90752589687,1728.89659765185,1740.33989522399
ITH31,3,812.623293850571,777.808359966563,608.381297046902,665.644580864828,775.200699174204,198.301857886888,213.002722729846,141.811345380553,185.436852794184,172.913510776422,177.000429269362,169.792994695958,160.918368473967,159.660055669476,317.516037901693,225.415963486868,365.102250022567
ITH32,3,,,,,151.475998689212,155.412143076747,143.85804803105,140.460761138834,162.82260245343,139.611649441703,139.45488366677,,,,,,
ITH33,3,311.082354677172,243.34503392428,200.390995946728,280.769515151515,230.184115655175,186.191820764024,164.27660968707,,,,,,,,,,
ITH34,3,1318.92569763638,1271.96299940789,922.663578459757,1058.40643071161,819.75246349456,585.823045818516,648.753390798092,590.205313631446,649.782793124338,596.871822383796,642.297012272912,215.691704678691,477.695473806875,671.50859290795,763.084532135586,795.432956262552,732.290360410732
ITH35,3,192.045739367029,177.65680390791,170.836928199189,186.128105549881,179.692116092105,,,,,,,149.188857498371,144.99514271351,143.513970365324,160.408272633194,175.666949114996,155.423088779155
ITH36,3,2637.85139527275,2427.47868196858,1604.56962941517,1531.61347871978,1277.15057718355,1150.45352667202,512.320274278321,514.572596095151,568.371491897622,477.75362607115,659.728872731258,560.258219819575,529.972704799193,473.004352136207,475.898683226394,532.380728787436,487.524196011536
ITH4,2,1852.20973422581,1527.2513478806,1299.67703761412,1614.36114029413,1391.82722177509,1077.83161357312,913.693993048507,811.306981406629,192.972688164026,637.858728641911,676.081365247754,713.767093318263,726.453268889888,640.858805199537,779.777536317515,682.369166294284,734.715047599488
ITH41,3,1387.17335708086,1104.75659572986,999.071656050955,1296.58731154239,1085.57799060602,900.684011012963,751.774315517102,644.228683300228,646.013751400878,486.719511815113,509.54669032089,536.800884723343,558.129262460271,484.089599798805,608.986707239693,481.069517788931,589.877421317407
ITH42,3,,,,,,,148.962688445055,149.914850830871,156.792135695896,151.139216826798,167.614042868714,165.03938391769,168.324006429617,152.018121409088,170.790829077822,201.299648505353,144.837626282081
ITH44,3,465.036377144956,422.494752150744,271.032426172554,296.543083418454,289.586468082317,171.054274360445,,,,,,,,,,,
ITH5,2,2366.44791236563,2151.28953303612,1646.35592959972,1841.33072635529,1506.0592615752,1242.2466054741,1078.92150029221,903.751824526092,1298.85463187325,919.64370916645,988.015935748203,1057.49799943107,1121.45140865651,1161.50308020871,1380.57619084466,1305.97041960781,1141.03719734041
ITH51,3,2071.23710639647,1718.3443806555,1608.8946149392,1817.11506435138,1488.02892829991,1235.22378653206,1063.62143899086,884.632678326309,1055.33168256853,919.64370916645,989.593309096887,1039.82753892119,1121.45140865651,1152.89213713381,1380.57619084466,1305.97041960781,1141.03719734041
ITH55,3,,189.600118456341,,,,,,,,,,,,,,,
ITH59,3,295.210805969153,243.34503392428,,,,,,,,,,,,,,,
ITI,1,8915.04890929425,8470.79584347463,6678.36316603757,7314.17482968905,6832.87964383319,5305.06030342714,4439.61667001177,4357.87239512001,4478.50556322282,3508.22300753051,4075.32413351442,3195.49846617568,3731.2249460628,3175.44231494352,3629.01456481435,3471.07873846274,3055.51542962189
ITI1,2,1998.22798233959,1866.14289819233,1153.62933418188,1184.39762867124,1146.82955746694,710.942603868145,809.191125219157,787.850827182288,827.555951164958,694.215724746819,983.999610806138,570.160608366161,982.01623601994,490.704295206818,713.689533752997,771.473166358486,701.438868225173
ITI14,3,606.293160646324,698.683901083209,523.323248407643,455.856122914539,444.032584392887,175.595538281519,189.335753537641,180.97828839042,181.667811070725,137.049967800571,360.705420253472,307.56367781564,270.330661362101,,,,
ITI17,3,263.467708553115,249.316691198495,,,,,142.00181515323,144.512513863992,165.837835832197,140.89249026227,154.204919439217,144.987062671581,138.200037969428,145.177312887843,142.829664748102,163.767989081058,140.501379131672
ITI18,3,1128.46711314015,918.142305910627,604.056311522872,712.965285665645,689.067288154848,531.32787876563,466.378510552276,445.692799767453,506.559207632894,416.273266683978,470.660232375349,415.646340423414,573.48553668841,487.066399772328,570.859869004896,607.705177277428,560.937489093501
ITI2,2,3091.77768832209,3844.2543702762,3162.89167837079,3617.12798067883,3278.15893163225,2819.41263889466,2180.43821525022,2113.81342774652,2616.26432991612,1771.4028548429,1898.38292261647,1563.16543274316,1542.80053854644,1553.73024412858,1549.27506270397,1471.60296595291,1363.84454063823
ITI21,3,2521.98908970421,3379.95801720595,3090.92298784019,3112.12501906708,2809.73126980382,2370.53976680051,1776.41486407375,1782.77119906981,1860.39899469938,1569.03000519346,1656.02674354289,1318.85946337605,1324.28680510533,1307.98563724689,1278.71720882575,1222.15849423529,1141.4522277815
ITI22,3,569.788598617881,464.296353070252,433.219383323683,457.433479741233,429.181996286101,432.933827142365,373.102808441821,286.323859244546,265.340537331516,202.372849649442,245.386958759797,218.185964350955,218.513733441102,234.225840454022,270.557853878221,249.444471717619,222.392312856731
ITI3,2,560.265669393069,455.338867158929,420.44035836552,410.782983223358,402.818245610932,275.547347537761,183.586119159669,219.384030686486,,,,,,,,,
ITI33,3,560.265669393069,455.338867158929,410.873624782861,405.380704460334,397.995761261852,273.989589904784,180.982705587451,214.742894433409,,,,,,,,,
ITI4,2,3264.7775692395,2305.05970784717,1941.40179511938,2101.86623711563,2005.07290912307,1466.03367778378,1235.67580203623,1204.54250810882,886.932162907735,1042.60442794079,1119.21588385569,1062.17242506637,1169.10355179962,1131.00777560812,1366.04996835738,1228.00260615135,990.232020758481
ITI43,3,3098.1263078053,2305.05970784717,1897.22698320788,2074.22422710249,1981.06845344519,1457.74571866468,1218.15282606938,1179.06004302117,720.640777525367,1042.60442794079,1121.00271870596,1044.42385636749,1169.10355179962,1122.6229131493,1366.04996835738,1228.00260615135,990.232020758481
ITI44,3,166.651261434199,,,,,,,,,,,,,,,,
